epoch, val.encoder_mse, val.decoder_loss, val.decoder_acc, val.cover_score, val.generated_score, val.ssim, val.psnr, val.bpp, train.encoder_mse, train.decoder_loss, train.decoder_acc, train.cover_score, train.generated_score, epoch
1, 0.0354300620034337, 0.11297180764377117, 0.9998350095748901, 0.060212412327528, 0.06117511380463839, 0.694883559346199, 30.290357098257964, 1.9993400382995605, 0.08134598548524082, 0.675735535658896, 0.9688749112188816, 0.031985838164109735, 0.05717514395830221, 1
2, 0.01743658277206123, 0.051606105230748656, 0.9999346256256103, 0.10466009400784969, 0.10378808483481407, 0.818681133389473, 33.427530345603714, 1.9997385025024415, 0.030391463078558445, 0.07987109758891166, 0.9998082363605499, 0.08543084942735732, 0.11512988257221878, 2
3, 0.012275311294943095, 0.03856461612507701, 0.999965763092041, 0.1762111495435238, 0.1719429925084114, 0.850559896826744, 34.0655698112235, 1.999863052368164, 0.02019348764792085, 0.05462810591328889, 0.9993135806918144, 0.13658030999824405, 0.19253809589892626, 3
4, 0.016424320014193652, 0.0204314396250993, 0.9999522161483765, 0.7548004299402237, 0.7530346357822418, 0.8577623146772385, 32.07743275621562, 1.999808864593506, 0.012246995267923921, 0.02370979732600972, 0.9999033427238464, 0.37536844324320556, 0.45742535054683686, 4
5, 0.009921560059301554, 0.009561944138258695, 0.99998939037323, 1.9967347049713136, 1.9882464325428009, 0.9017508774995804, 33.28497089923904, 1.99995756149292, 0.010086356763495133, 0.011207829170161858, 0.9999826258420944, 1.3594682785868644, 1.4131893873214723, 5
6, 0.005521301943808794, 0.00788107247557491, 0.9999835395812988, 2.7781995677948, 2.7727236342430115, 0.9313192278146744, 36.60300010725821, 1.9999341583251953, 0.006346359956660308, 0.0067788505123462526, 0.999984775930643, 2.403878601193428, 2.502283690571785, 6
7, 0.006448168372735381, 0.006680197562091052, 0.9999862957000732, 2.9689220333099366, 2.962613561153412, 0.9348224318027496, 35.79457292153751, 1.999945182800293, 0.005925037025008351, 0.00479414633999113, 0.9999912014603615, 2.8733081299066545, 2.920124987959862, 7
8, 0.004893638349603862, 0.006018426332157105, 0.9999833297729492, 2.981325533390045, 2.975732500553131, 0.9493668168783188, 37.21755894595265, 1.999933319091797, 0.007560536268283613, 0.01053490150719881, 0.9999066254496575, 2.98183068215847, 3.0683176636695864, 8
9, 0.0054661585483700035, 0.005603403132408857, 0.9999793529510498, 2.9797829246520995, 2.9734830141067503, 0.945773656964302, 36.18335243900897, 1.9999174118041991, 0.005466385236941278, 0.003525012354075443, 0.9999877358973026, 2.98057972073555, 3.032075160741806, 9
10, 0.004344279300421476, 0.0058962547429837284, 0.9999630403518677, 2.9818130207061766, 2.9760530614852905, 0.9563731306791305, 37.444836255564375, 1.9998521614074707, 0.004787817260948941, 0.003350459542416502, 0.9999801252782344, 2.9828220826387404, 3.076993882060051, 10
11, 0.007318066665902734, 0.007150540251750499, 0.9998665952682495, 2.979900562763214, 2.968201961517334, 0.9311031848192215, 34.92954254128681, 1.999466381072998, 0.006413621230167337, 0.0028806206220178864, 0.9999911300837994, 2.9797410386800767, 3.0127104711532593, 11
12, 0.0035842945543117823, 0.006121353378985077, 0.9999879121780395, 2.9813032960891723, 2.975811538696289, 0.9619886231422424, 38.54274862893912, 1.9999516487121582, 0.004570760262431577, 0.002378538579796441, 0.9999901466071606, 2.9827338248491286, 3.1007901293039324, 12
13, 0.0066796892601996664, 0.0067048200336284934, 0.9999637699127197, 2.9796909427642824, 2.9653722739219663, 0.9426035910844803, 35.07142514202166, 1.999855079650879, 0.007850940280477517, 0.00462098367861472, 0.9999348659813404, 2.9801911973953246, 3.02377387881279, 13
14, 0.003826701929792762, 0.0071021568332798775, 0.9999688386917114, 2.981349947452545, 2.976126005649567, 0.9650577771663665, 38.01667947960978, 1.9998753547668457, 0.007123145077493973, 0.003214478004956618, 0.9999663269519806, 2.9821186411380767, 3.112553055882454, 14
15, 0.003621162979397923, 0.005041146390140056, 0.9999852561950684, 2.9801191425323488, 2.971822566986084, 0.9566617184877395, 38.279573678640766, 1.9999410247802734, 0.0042699332349002365, 0.0015974628656113055, 0.9999953289330006, 2.9809458798170088, 3.0155819737911225, 15
16, 0.0042942431126721204, 0.008789663468487561, 0.9999565219879151, 2.9820011043548584, 2.975244691371918, 0.9581087148189544, 37.242109096216524, 1.99982608795166, 0.004519397268886678, 0.0026506312836136205, 0.9999677203595638, 2.9825674575567245, 3.0866936796903612, 16
17, 0.0049861743440851565, 0.003946226064581424, 0.9999876976013183, 2.97969740152359, 2.9693129229545594, 0.9446390265226364, 36.70643183573581, 1.9999507904052733, 0.004771632828051224, 0.0013864679432299453, 0.9999948282539844, 2.979329991340637, 3.0101000696420668, 17
18, 0.0038115757936611773, 0.005220675768796355, 0.999962797164917, 2.9822055554389952, 2.974975996017456, 0.9551310563087463, 37.77135682806973, 1.999851188659668, 0.004522239784128032, 0.001246519574924605, 0.9999951454997063, 2.9835452848672865, 3.0986438542604446, 18
19, 0.006661841934546828, 0.005687510012649, 0.9999560022354126, 2.979642469882965, 2.968692908287048, 0.9318549424409867, 34.92278897403464, 1.9998240089416504, 0.004593515179003589, 0.0011524296910647536, 0.9999970373511314, 2.9737414395809174, 3.0025871378183364, 19
20, 0.003082060602027923, 0.006197205887874588, 0.9999767875671387, 2.982196605205536, 2.9753206849098204, 0.9655179983377457, 39.125798899552485, 1.9999071502685546, 0.004663039025617763, 0.003098434203129727, 0.9999462659657001, 2.983916564583778, 3.0959678196907046, 20
21, 0.004573849912267178, 0.005007442956557497, 0.9999605703353882, 2.9797730016708375, 2.9670346856117247, 0.9389382392168045, 37.06825305703781, 1.9998422813415528, 0.004579284590436146, 0.0010393715591635556, 0.9999973219633103, 2.9730017012357712, 3.003246314525604, 21
22, 0.0033704060153104363, 0.008009372933302075, 0.9999775600433349, 2.98189092874527, 2.9760470604896545, 0.9673421949148178, 38.67706982276782, 1.9999102401733397, 0.004036096182535403, 0.0010397573499358259, 0.9999953332543373, 2.983746626973152, 3.0847892600297926, 22
23, 0.0035957138589583337, 0.004837840428808704, 0.9999795961380005, 2.980370247364044, 2.972407274246216, 0.9550979948043823, 38.49322905942088, 1.9999183845520019, 0.004176194781321101, 0.0009087655481562251, 0.9999972105026245, 2.979994485378265, 3.0200149601697923, 23
