epoch, val.encoder_mse, val.decoder_loss, val.decoder_acc, val.cover_score, val.generated_score, val.ssim, val.psnr, val.bpp, train.encoder_mse, train.decoder_loss, train.decoder_acc, train.cover_score, train.generated_score, epoch
1, 0.051252954751253126, 0.128778420984745, 0.99990816116333, -0.008782778459135443, -0.008536624517291784, 0.7231119835376739, 28.585834969373874, 1.9996326446533204, 0.1151153964176774, 0.8205930411070586, 0.9498731282353401, -0.0310583237814717, -0.011035001814088901, 1
2, 0.018886429071426392, 0.055678698085248474, 0.9999468994140625, 0.055712147913873196, 0.05787789005786181, 0.9008309727907181, 33.910555883777896, 1.99978759765625, 0.03212555347941816, 0.07977198312990368, 0.9999372647702693, 0.02356950955465436, 0.033653664138182646, 2
3, 0.011938632680103183, 0.034181406702846286, 0.9999526023864747, 0.14359628170728683, 0.14225303903222083, 0.91894113779068, 34.507006208070905, 1.9998104095458984, 0.016859005535952747, 0.04332637617364526, 0.9998831780254841, 0.09180604042485356, 0.13548316698521376, 3
4, 0.010510686710476875, 0.025599635597318413, 0.999977035522461, 0.6105086666345596, 0.6060923773050308, 0.9162545412778854, 34.60025057135621, 1.9999081420898437, 0.016816411924082786, 0.03571109238546342, 0.99979636952281, 0.3183646482974291, 0.377526405826211, 4
5, 0.008356629288755357, 0.01727622903883457, 0.9999847221374512, 1.6530911421775818, 1.645556219816208, 0.9394255846738815, 34.74960456212306, 1.9999388885498046, 0.008842976038577035, 0.018593391701579094, 0.9999788635969162, 1.0737878441810609, 1.1459232738614082, 5
6, 0.006479858593083918, 0.00959936781320721, 0.9999912261962891, 2.6625815534591677, 2.6570104002952575, 0.9381491106748581, 36.03093751537463, 1.9999649047851562, 0.006900370196672156, 0.010174101679585873, 0.9999884438514709, 2.2087978008389473, 2.291837938129902, 6
7, 0.0066743546910583975, 0.009424055754207074, 0.9999837112426758, 2.9766887760162355, 2.9694218039512634, 0.9440979146957398, 35.871096737193845, 1.999934844970703, 0.00589874557685107, 0.0066698840935714545, 0.9999905654788017, 2.867488170862198, 2.9274529415369033, 7
8, 0.013967697164043785, 0.010530142104253173, 0.999908332824707, 2.9795251441001893, 2.976123239994049, 0.9080953115224838, 32.15739186715691, 1.9996333312988281, 0.006387227767845616, 0.006741394975688308, 0.9999676333367824, 2.9823393422365188, 3.048529607653618, 8
9, 0.004545562446583063, 0.0052429819270037115, 0.9999912452697753, 2.9781591939926146, 2.97388640165329, 0.9505111706256867, 37.72036591429911, 1.9999649810791016, 0.010351397343911231, 0.009816181533387862, 0.9998619757592678, 2.977820346951485, 3.006013515591621, 9
10, 0.004785233386792242, 0.004961257947143167, 0.9999914932250976, 2.977041120529175, 2.968969898223877, 0.9377638959884643, 37.16926905977874, 1.9999659729003907, 0.005247198470169678, 0.0038045499665895475, 0.9999899484217167, 2.978345680832863, 3.0815799516439437, 10
11, 0.005439131096936762, 0.004186936533078551, 0.9999939155578613, 2.980565550327301, 2.9647845935821535, 0.9484408104419708, 36.65479696620161, 1.9999756622314453, 0.005967648519435898, 0.005341996854695026, 0.9999589297175407, 2.9788961040973665, 3.010885011553764, 11
12, 0.005272164815105498, 0.004308007231447846, 0.9999934387207031, 2.9777432894706726, 2.968392632007599, 0.9221738308668137, 36.31803763420519, 1.9999737548828125, 0.005439335621194914, 0.0031059296807507053, 0.9999809832870961, 2.9771748614311218, 3.085743562579155, 12
