epoch, val.encoder_mse, val.decoder_loss, val.decoder_acc, val.cover_score, val.generated_score, val.ssim, val.psnr, val.bpp, train.encoder_mse, train.decoder_loss, train.decoder_acc, train.cover_score, train.generated_score, epoch
1, 0.06672499183565378, 0.2506958527863026, 0.9992070001363754, 0.03725651279091835, 0.03739027317613363, 0.48814532965421675, 25.214517227932312, 2.9952420008182528, 0.08681073976680637, 0.9969684365391731, 0.9507051539421082, 0.012985564233968034, 0.0309326709308516, 1
2, 0.043756723217666146, 0.08004727482795715, 0.9998627746105194, 0.09219223208725452, 0.09155259907245636, 0.6579614722728729, 27.292033282638332, 2.9991766476631163, 0.04175119755789638, 0.13757298693992198, 0.9995327073335648, 0.06495756419375538, 0.0752575170993805, 2
3, 0.01783552738837898, 0.03356867674738169, 0.9999516195058823, 0.16063810244202614, 0.15783918529748917, 0.7863373470306396, 32.65312860669158, 2.9997097170352935, 0.02854035544907674, 0.060083038830198346, 0.9997111254930496, 0.12529884677380324, 0.16258582418784498, 3
4, 0.016991926766932012, 0.022829524585977198, 0.9999201548099518, 0.6585905176401138, 0.6545129406452179, 0.821899083852768, 32.011692585216444, 2.999520928859711, 0.018883964160922913, 0.027123411905486138, 0.9999445073306561, 0.3433924295008183, 0.4086902467161417, 4
5, 0.015033927811309696, 0.016803158530965447, 0.9999729311466217, 1.7581075966358184, 1.7545018470287324, 0.8409397947788239, 32.52065979410984, 2.99983758687973, 0.016724940952844918, 0.021116570045705885, 0.9999173790216446, 1.1649883127212524, 1.2421399468183518, 5
6, 0.014144633188843727, 0.011396200712770223, 0.9999619716405869, 2.5886145639419555, 2.584372515678406, 0.8434980118274689, 33.40150604423268, 2.999771829843521, 0.013839285734575242, 0.01338612244813703, 0.9999670208990574, 2.2240309289097784, 2.2944342198967935, 6
7, 0.011872663609683514, 0.013288329294882715, 0.9998334157466888, 2.917976825237274, 2.9149184942245485, 0.8605072450637817, 33.786770941474884, 2.999000494480133, 0.01281022293260321, 0.011328177372924984, 0.9999535800516606, 2.7996680891513823, 2.8705700814723967, 7
8, 0.011281814640387893, 0.012613879754208029, 0.9998727053403854, 2.979518804550171, 2.9762186574935914, 0.8466784363985062, 33.20039309951698, 2.9992362320423127, 0.011507096036802977, 0.009246142940828577, 0.9999603241682052, 2.9551261794567107, 3.0256379413604737, 8
9, 0.010317351287230849, 0.008332972498610616, 0.9999759763479232, 2.9794850754737854, 2.9765849900245667, 0.8394217407703399, 34.26203100008531, 2.99985585808754, 0.011118920183507726, 0.010530429396312683, 0.9999062900245189, 2.981321917772293, 3.039434404373169, 9
10, 0.010447233067825436, 0.00780419975053519, 0.9999391096830368, 2.9802064943313598, 2.9733869671821593, 0.8677765172719956, 34.34464724299364, 2.9996346580982207, 0.010601366921328008, 0.006244201741064898, 0.999970454275608, 2.980882992744446, 3.0055071759223937, 10
